index,skill_resource_name,RUID,source,known_era_version_date,chronology_confidence,style_priority,effect_family,visual_density,screen_occupancy,color_structure,hit_treatment,trail_treatment,fragment_treatment,animation_rhythm,icon_usefulness,preview_status,notes,zip_member,sha256,local_copy
134,도끼 휘두르기,b03001aaa4cf4dfe82d34a48c58cb342,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #AFA8A6; dark 18%/mid 9%/bright 73%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_axe_stump:도끼 휘두르기:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0134_도끼_휘두르기/preview.png,ca09d33b96f4b97b0d493b21242d9c964f6143cf2c3887fd705e19ec0c5dca12,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_134.png
135,엘리쟈,b14b3dbca0504af28e8d085c12b22000,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,wave/area,high,medium,대표색 #FFDBC5; dark 0%/mid 3%/bright 97%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 15개; 실제 지연값 미확보,보조,확보,s_mon_eliza:여신의 정원 폭풍:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0135_엘리쟈/preview.png,0b9b2377dcd97111195cc03bb677fd70d8b624b4f84bf0af91293de4bdb3ff39,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_135.png
136,원공,b22bb4955588482cbe450b97cff20c19,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #FFDFC5; dark 0%/mid 2%/bright 98%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_peach_monkey:천도 투척:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0136_원공/preview.png,0283202fff86d7bdd7918434efbe3ad4856e0fab7baf643d7f45fda0e0b11b38,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_136.png
137,sprite-8928057,b4fc4ca0e970498781b49ddfdffe9ff1,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,icon,high,small,대표색 #E6CC56; dark 20%/mid 23%/bright 57%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_bow_05:폭풍의 시:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0137_sprite-8928057/preview.png,2700f0e5263ed7aad781c85ce8307581a811b36830ef83472827e93f7518dda0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_137.png
138,스타픽시,b61e7e2a50b2405794f88fdddf44b73a,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #FAE29C; dark 0%/mid 3%/bright 97%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_mon_star_pixie:별빛 탄환:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0138_스타픽시/preview.png,79ea87d3ff27632b96958b437858854179e714ad862182348f4ed247f887a768,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_138.png
139,저돌 맹진,b656b6744e204375a345782b5119aea2,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #916655; dark 33%/mid 4%/bright 63%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_wild_boar:저돌 맹진:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0139_저돌_맹진/preview.png,fbc5f320230f1416edbcd0246ccb06ab9f74869d6e68c3b6526d7f7248491d65,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_139.png
140,마뇽,b6b5849af24a416ab1680a1dced9697f,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFEE3; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_manon:마뇽의 용화염:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0140_마뇽/preview.png,452f3ae6b2fa0bf8b372cdfc0edc7d3a3893944b2d2103d27e473487018d2d9b,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_140.png
141,설귀도 화이트팽,b9d0ab716c054c58a18c0c38b07695a5,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #E7EFF3; dark 1%/mid 2%/bright 96%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_mon_hector:설원 늑대 발톱:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0141_설귀도_화이트팽/preview.png,2069194e3e06ead2dc765c4927e57c0d98e0702458486a1b00da0a4644c58f46,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_141.png
142,animationclip-666784,beabe4fd1d6d442dafe41d0d086e622e,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 11개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0142_animationclip-666784/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_142.png
143,저주의 인형,c07ed26000af460a8438a3486e16f3ec,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #8D7887; dark 36%/mid 1%/bright 63%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_faust:저주의 인형:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0143_저주의_인형/preview.png,2484ea2c804ad45a5f06d5c9542aace6b2b3237db373aaba54a8148227f71f78,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_143.png
144,추억의 신관,c25e7243baaf4b21bb70ee10dcd33890,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #ECF1E4; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_memory_monk_trainee:추억의 기도파:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0144_추억의_신관/preview.png,d439701c811b7dd7d9d26c74f7a541988ee189f9a1450036ed18cbd924da6f33,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_144.png
145,sprite-8929715,c2b8ef247cb243268aae39b3d51f89e7,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #757575; dark 18%/mid 43%/bright 40%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_jr_wraith:망령 충격:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0145_sprite-8929715/preview.png,f5506d5c908009b27e627353438e5ea7bd745e3817576b4a9ae4d35b0f72b6aa,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_145.png
146,animationclip-667168,c4f8dce4ee2745cda0f211514605261b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FEFEFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 15개; 실제 지연값 미확보,보조,확보,s_mon_jr_wraith:망령 충격:layer_ruids; s_mon_shade:심연의 장막:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0146_animationclip-667168/preview.png,b5a7fcfa8c577724c8b0db531873d5717b5d308cf8bcc3d6e0a739c0e35c99ea,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_146.png
147,킹크랑,c57b15ccc8dd408b98c627617144d3cd,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #F0FBFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_mon_king_clang:왕게의 집게 파도:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0147_킹크랑/preview.png,3d59e4f0fb0dd906cda23dd0a7ff4e7a780e11cd45dd45a5af16f67ec493eea0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_147.png
148,설산의 마녀,c5a807748e9443348e5b14162948f26b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,wave/area,high,medium,대표색 #FDFEFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_snow_witch:추방자의 눈보라:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0148_설산의_마녀/preview.png,11fd83856769a567f08a6fec09e7f71e2c56b1b3218cc455a812286027e56cfd,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_148.png
149,sprite-12921677,c65619c9037a4018a344e1625fe2a753,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #C47E49; dark 41%/mid 30%/bright 29%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_starfish:별가시 회전:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0149_sprite-12921677/preview.png,f06cee337e08189020664e6f069545bca14f37a498b675335ee08387d0057c39,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_149.png
150,제노,c68a17e01f83412882ac127cda104ee3,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #A3999A; dark 10%/mid 15%/bright 75%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 6개; 실제 지연값 미확보,보조,확보,s_mon_zeno:제노의 중력장:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0150_제노/preview.png,9f4174284065ae72708fd578fec038227f79cf76ae49665c69f34176082f247d,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_150.png
151,스텀피,c6b3f052e977479ea5ad5329ce0981ca,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #FDE5D4; dark 2%/mid 1%/bright 98%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_stumpy:고목의 생기탄:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0151_스텀피/preview.png,ab4d25f9c6431b12db8a74fafa90b8a1102925b121da21d138dbc226ca269448,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_151.png
152,animationclip-1038917,c912850a22804b7ab7fee10252397397,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #F3F2F3; dark 0%/mid 1%/bright 99%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0152_animationclip-1038917/preview.png,6fd8e00fb9bb95eec176e94d1413ad8f2631cf5e1d6a7f3c70b7c42fefe60407,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_152.png
153,암석 피부,cba9471e009f46ee9c786f31d29c3848,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #9597A4; dark 22%/mid 8%/bright 70%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_stone:암석 피부:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0153_암석_피부/preview.png,9ad04324205c20befde1b9d91a5083cec3679a318e154f4605abfb1815e90767,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_153.png
154,도도,cf2fe8e1a8954e7099bd2243cfb908d7,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_dodo:기억 포식:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0154_도도/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_154.png
155,animationclip-668335,d8cbacc0ed7545d4afa1a948fafca99b,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FEFEF7; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0155_animationclip-668335/preview.png,0ad75262c4a487fb89e14e3cec06a8224deec434e3204bb21e166eae37fd9734,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_155.png
156,animationclip-668383,d96be74e6b014ce884413a98c139a136,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FFFEFE; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0156_animationclip-668383/preview.png,1a9e7a702649a247680e9218cb170f6bee5e3920922ab9b30fc5a94fb8188381,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_156.png
157,강철 발굽,da712fe9654b4ea2940cee669043bceb,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #68727E; dark 25%/mid 15%/bright 60%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_iron_hog:강철 발굽:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0157_강철_발굽/preview.png,ca21d4d297464b6386179353f1475ccf001bfcdd0ec2b6f0d9ab929d80abb250,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_157.png
158,animationclip-668461,db2b67de20f5418cb7b5050ce0641df1,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #F9F8F7; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 14개; 실제 지연값 미확보,보조,확보,s_mon_skeleton_commander:뼈 무덤:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0158_animationclip-668461/preview.png,93b9f025e0eccfae362f124374423408fb04263f6058b0ad7c27711b160a2ee0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_158.png
159,animationclip-668557,dccb430baeae4e0293035a3394b5e288,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,wave/area,high,medium,대표색 #FFF0E9; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 10개; 실제 지연값 미확보,보조,확보,s_bow_05:폭풍의 시:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0159_animationclip-668557/preview.png,bfbdc72a17f7f580df1e815413e372652cd3996d3046d009221c762844520832,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_159.png
160,sprite-8932807,dcfc97ad90e146d08a46225082ae590b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #737473; dark 41%/mid 21%/bright 38%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_stirge:밤의 감각:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0160_sprite-8932807/preview.png,4cf89ad9444d2c07088c90bcf5fbf554557e3abe82d4fdde79acdc41b2e8b4cf,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_160.png
161,설귀도 화이트팽,dd098279908940fa938d3c5cb3dda732,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #E7EFF3; dark 1%/mid 2%/bright 96%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_mon_white_fang:화이트팽의 빙설 송곳니:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0161_설귀도_화이트팽/preview.png,2069194e3e06ead2dc765c4927e57c0d98e0702458486a1b00da0a4644c58f46,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_161.png
162,sprite-12899995,de5f2ecbd5ae4a7c9fe5c25f1ed9728a,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #C3B7CB; dark 11%/mid 25%/bright 63%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_ribbon_pig:리본 돌진:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0162_sprite-12899995/preview.png,2eb71fb8319e09e6d17e4f55251fdc4ce34e1f4a23b61682c3fdaea8f61bd933,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_162.png
163,변형된 스텀피,dfb0126bee6f48fb9bdb289bddef870b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_mutant_stumpy:검은 뿌리의 묘지:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0163_변형된_스텀피/preview.png,95319cc5bba396cc687f098e1009accf854ca6d50a43e04ead924436ca658689,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_163.png
164,animationclip-1040017,e2a05bd4787543618ffcbbe719288ee8,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,projectile,high,medium,대표색 #D9F3FE; dark 0%/mid 3%/bright 97%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,s_bow_03:애로우 플래터:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0164_animationclip-1040017/preview.png,eb32edb551f695a72b54034394b7d250b3706f833cb888b010616339d9dac928,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_164.png
165,네오 휴로이드,e51545cbf94349f59f4431e2e76d2cdc,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #B9A49B; dark 9%/mid 11%/bright 80%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 6개; 실제 지연값 미확보,보조,확보,s_mon_roid:알카드노 에너지탄:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0165_네오_휴로이드/preview.png,83bd5bcb2e3eb1a573f6d6954ce4f50dcf5aa64047dfbaa5432b14659b0a6639,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_165.png
166,킹 블록퍼스,e53471f0f7114343907be7beb520751f,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFED93; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_king_bloctopus:왕관 블록탄:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0166_킹_블록퍼스/preview.png,d7e36d4d33bb259a2fa043aa473268430adfcc24f838d99182b7c3e5a4fec719,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_166.png
167,타이머,e5558e07445143b6999f20246768a3fe,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_chronos:크로노스의 시간편린:layer_ruids; s_mon_timer:시간 정지 충격:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0167_타이머/preview.png,c27ea883c3ce57097a5746fb5fed9d53ee819efd41e42dec0c56fc9160021b8f,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_167.png
